id,predicted,predicted_probability
id_1153,0,0.13715674
id_1154,0,0.07594347
id_1155,0,0.34857598
id_1156,0,0.22025305
id_1157,0,0.105918586
id_1158,0,0.17718516
id_1159,0,0.43697622
id_1160,0,0.43697622
id_1161,0,0.07424962
id_1162,0,0.0775937
id_1163,0,0.0775937
id_1164,0,0.0775937
id_1165,0,0.0775937
id_1166,0,0.0775937
id_1167,0,0.19384088
id_1168,0,0.017849049
id_1169,0,0.31167066
id_1170,0,0.0775937
id_1171,0,0.0775937
id_1172,0,0.0775937
id_1173,0,0.1274982
id_1174,0,0.03746423
id_1175,0,0.19726975
id_1176,0,0.43697622
id_1177,0,0.08036522
id_1178,0,0.34208548
id_1179,0,0.35946065
id_1180,1,0.5789617
id_1181,0,0.43697622
id_1182,0,0.12222043
id_1183,0,0.011032368
id_1184,0,0.1989257
id_1185,0,0.1759349
id_1186,0,0.10419977
id_1187,0,0.1651649
id_1188,0,0.17661697
id_1189,0,0.13166687
id_1190,0,0.12010778
id_1191,0,0.055339474
id_1192,0,0.43697622
id_1193,0,0.43697622
id_1194,0,0.027055183
id_1195,0,0.14962143
id_1196,0,0.22704746
id_1197,0,0.13004535
id_1198,0,0.43697622
id_1199,0,0.13258933
id_1200,0,0.0655018
id_1201,0,0.1748181
id_1202,0,0.03562477
id_1203,0,0.02987036
id_1204,0,0.43697622
id_1205,0,0.15763494
id_1206,0,0.096154734
id_1207,0,0.12458916
id_1208,0,0.12880296
id_1209,0,0.047207333
id_1210,0,0.14929181
id_1211,0,0.17305604
id_1212,0,0.05583821
id_1213,0,0.44810337
id_1214,0,0.20547208
id_1215,0,0.34770557
id_1216,0,0.10859767
id_1217,0,0.10859767
id_1218,0,0.3249778
id_1219,0,0.10859767
id_1220,0,0.21155155
id_1221,0,0.10859767
id_1222,0,0.05901381
id_1223,0,0.10859767
id_1224,0,0.15300296
id_1225,0,0.10859767
id_1226,0,0.2256352
id_1227,0,0.07679585
id_1228,0,0.29136902
id_1229,0,0.10859767
id_1230,1,0.51687026
id_1231,0,0.06929158
id_1232,0,0.22480838
id_1233,0,0.23242487
id_1234,0,0.021204233
id_1235,0,0.13360706
id_1236,0,0.10791965
id_1237,0,0.24814966
id_1238,0,0.069074325
id_1239,0,0.06778505
id_1240,0,0.29195815
id_1241,0,0.1338439
id_1242,0,0.06574186
id_1243,0,0.03924069
id_1244,0,0.04747515
id_1245,0,0.15560538
id_1246,0,0.051067214
id_1247,0,0.0434588
id_1248,0,0.10859767
id_1249,0,0.16130862
id_1250,0,0.046112962
id_1251,0,0.06824981
id_1252,0,0.117085464
id_1253,0,0.06715753
id_1254,0,0.08044686
id_1255,0,0.11556684
id_1256,0,0.073307686
id_1257,0,0.16172074
id_1258,0,0.118904985
id_1259,0,0.02931892
id_1260,0,0.1304685
id_1261,0,0.03711908
id_1262,0,0.41660044
id_1263,0,0.036167163
id_1264,0,0.13914275
id_1265,0,0.16843228
id_1266,0,0.033858374
id_1267,0,0.058857936
id_1268,0,0.05048686
id_1269,1,0.5011435
id_1270,0,0.17221752
id_1271,0,0.10552909
id_1272,0,0.30688274
id_1273,0,0.11896726
id_1274,0,0.0496527
id_1275,0,0.08998428
id_1276,0,0.07252328
id_1277,0,0.1020627
id_1278,0,0.27725548
id_1279,0,0.06114595
id_1280,0,0.1053007
id_1281,0,0.10890923
id_1282,0,0.034862526
id_1283,0,0.13018754
id_1284,0,0.04877193
id_1285,0,0.043811247
id_1286,0,0.06494951
id_1287,0,0.037623644
id_1288,0,0.36196226
id_1289,0,0.1422783
id_1290,0,0.036514163
id_1291,0,0.05438639
id_1292,0,0.13745077
id_1293,1,0.6159818
id_1294,0,0.09519464
id_1295,0,0.051332653
id_1296,0,0.0715279
id_1297,0,0.13299327
id_1298,0,0.10187281
id_1299,0,0.12845281
id_1300,0,0.0331596
id_1301,0,0.10547116
id_1302,0,0.101316765
id_1303,0,0.26283994
id_1304,0,0.31557524
id_1305,0,0.082823426
id_1306,0,0.19870615
id_1307,0,0.046159822
id_1308,0,0.04240597
id_1309,0,0.1034248
id_1310,0,0.16436607
id_1311,0,0.11933845
id_1312,0,0.04637797
id_1313,0,0.2512239
id_1314,0,0.22906326
id_1315,0,0.048001982
id_1316,0,0.112516366
id_1317,0,0.09383188
id_1318,0,0.20148881
id_1319,0,0.17236586
id_1320,0,0.08758844
id_1321,0,0.034014173
id_1322,0,0.06558502
id_1323,0,0.09908114
id_1324,0,0.07371011
id_1325,0,0.026107965
id_1326,0,0.07101366
id_1327,0,0.20667005
id_1328,0,0.15681937
id_1329,0,0.24714828
id_1330,0,0.040816918
id_1331,0,0.101071335
id_1332,0,0.047059048
id_1333,0,0.17204747
id_1334,0,0.081854485
id_1335,0,0.06705704
id_1336,0,0.28167835
id_1337,0,0.23390505
id_1338,0,0.22666104
id_1339,0,0.046265677
id_1340,0,0.111728825
id_1341,0,0.10552909
id_1342,0,0.11673018
id_1343,0,0.10185532
id_1344,0,0.08668898
id_1345,0,0.06233465
id_1346,0,0.037808944
id_1347,0,0.08515445
id_1348,0,0.2982752
id_1349,0,0.12576063
id_1350,0,0.21571049
id_1351,0,0.15496257
id_1352,0,0.040187865
id_1353,0,0.33975917
id_1354,0,0.16500668
id_1355,0,0.13058123
id_1356,0,0.017843131
id_1357,0,0.21700473
id_1358,0,0.26615086
id_1359,0,0.34899116
id_1360,0,0.095940374
id_1361,0,0.0541254
id_1362,0,0.054929107
id_1363,0,0.19808309
id_1364,0,0.07686959
id_1365,0,0.15586448
id_1366,0,0.31843403
id_1367,0,0.067134485
id_1368,0,0.061558064
id_1369,0,0.0778465
id_1370,0,0.1069539
id_1371,0,0.21800067
id_1372,0,0.03375882
id_1373,0,0.15933457
id_1374,0,0.018234894
id_1375,0,0.16358541
id_1376,0,0.21533515
id_1377,0,0.053903785
id_1378,0,0.0968192
id_1379,0,0.18536982
id_1380,0,0.012865868
id_1381,0,0.026505264
id_1382,0,0.07379622
id_1383,0,0.16472647
id_1384,0,0.16472647
id_1385,0,0.10250817
id_1386,0,0.4406723
id_1387,0,0.06505378
id_1388,0,0.17103481
id_1389,0,0.16472647
id_1390,0,0.3494627
id_1391,0,0.16472647
id_1392,0,0.029182013
id_1393,0,0.017503776
id_1394,0,0.16472647
id_1395,0,0.39086038
id_1396,0,0.04867615
id_1397,0,0.07283309
id_1398,0,0.16472647
id_1399,0,0.16472647
id_1400,0,0.059254438
id_1401,0,0.1573033
id_1402,0,0.09084687
id_1403,0,0.10552667
id_1404,0,0.16472647
id_1405,0,0.16472647
id_1406,0,0.33641204
id_1407,0,0.25808364
id_1408,0,0.16472647
id_1409,0,0.03634501
id_1410,0,0.16472647
id_1411,0,0.16472647
id_1412,0,0.051474437
id_1413,0,0.14081159
id_1414,0,0.19783966
id_1415,0,0.43175414
id_1416,0,0.33176908
id_1417,0,0.084670946
id_1418,0,0.088361494
id_1419,0,0.061646927
id_1420,0,0.02349503
id_1421,0,0.30872414
id_1422,0,0.19611515
id_1423,0,0.041163955
id_1424,0,0.22669497
id_1425,0,0.034294028
id_1426,0,0.121611506
id_1427,0,0.007449465
id_1428,0,0.1731963
id_1429,0,0.23562326
id_1430,0,0.12767301
id_1431,0,0.38114306
id_1432,0,0.20916013
id_1433,0,0.123439
id_1434,0,0.19566537
id_1435,0,0.35813397
id_1436,0,0.14204527
id_1437,0,0.02739871
id_1438,0,0.33124545
id_1439,0,0.1607517
id_1440,0,0.1121641
id_1441,0,0.2604189
id_1442,0,0.30582854
id_1443,0,0.1757474
id_1444,0,0.2184258
id_1445,0,0.03816545
id_1446,0,0.17091972
id_1447,0,0.18794936
id_1448,0,0.4740237
id_1449,0,0.030811215
id_1450,0,0.05266329
id_1451,0,0.19798192
id_1452,0,0.17002903
id_1453,0,0.026414376
id_1454,0,0.043880314
id_1455,0,0.11279139
id_1456,0,0.15692839
id_1457,0,0.3440736
id_1458,0,0.45733112
id_1459,0,0.057392098
id_1460,0,0.1998521
id_1461,0,0.051726412
id_1462,0,0.05483307
id_1463,0,0.09542096
id_1464,0,0.03891105
id_1465,0,0.18369713
id_1466,0,0.057155572
id_1467,0,0.1481959
id_1468,0,0.055784702
id_1469,0,0.04825186
id_1470,0,0.09929082
id_1471,0,0.14196658
id_1472,0,0.14596106
id_1473,0,0.11543985
id_1474,0,0.20899388
id_1475,0,0.066653684
id_1476,0,0.037991457
id_1477,0,0.18465683
id_1478,0,0.16162242
id_1479,0,0.17735706
id_1480,0,0.18789804
id_1481,0,0.025103163
id_1482,0,0.19323066
id_1483,0,0.09568516
id_1484,0,0.09568516
id_1485,0,0.09568516
id_1486,0,0.15806513
id_1487,0,0.09568516
id_1488,0,0.09768179
id_1489,0,0.2760005
id_1490,0,0.09568516
id_1491,0,0.09568516
id_1492,0,0.09568516
id_1493,0,0.09568516
id_1494,0,0.08668511
id_1495,0,0.043261856
id_1496,0,0.20058881
id_1497,0,0.0716709
id_1498,0,0.13615718
id_1499,0,0.046383534
id_1500,0,0.11911676
id_1501,0,0.052679338
id_1502,0,0.1874721
id_1503,0,0.076270625
id_1504,0,0.17171058
id_1505,0,0.19391067
id_1506,0,0.23680976
id_1507,0,0.029596986
id_1508,0,0.09822623
id_1509,0,0.07242963
id_1510,0,0.30001697
id_1511,0,0.2316914
id_1512,0,0.061112545
id_1513,0,0.10703192
id_1514,0,0.41975266
id_1515,0,0.19935247
id_1516,0,0.29914576
id_1517,0,0.14014317
id_1518,0,0.07841969
id_1519,0,0.104686774
id_1520,0,0.068866715
id_1521,0,0.059887063
id_1522,0,0.044995364
id_1523,0,0.083679
id_1524,0,0.07866975
id_1525,0,0.071213074
id_1526,0,0.067243546
id_1527,0,0.16935419
id_1528,0,0.14144325
id_1529,0,0.11013213
id_1530,0,0.44286197
id_1531,0,0.026828084
id_1532,0,0.05181457
id_1533,0,0.110841274
id_1534,0,0.2734442
id_1535,0,0.06051706
id_1536,0,0.11653201
id_1537,0,0.12665847
id_1538,0,0.05868244
id_1539,0,0.09206628
id_1540,0,0.2091558
id_1541,0,0.11630001
id_1542,0,0.26344624
id_1543,0,0.13090613
id_1544,0,0.110727206
id_1545,0,0.08093274
id_1546,0,0.13432857
id_1547,0,0.43165615
id_1548,0,0.047072988
id_1549,0,0.042815637
id_1550,0,0.17306435
id_1551,0,0.03982361
id_1552,0,0.14987619
id_1553,0,0.085579164
id_1554,0,0.16579895
id_1555,0,0.18689111
id_1556,0,0.023971846
id_1557,0,0.037362978
id_1558,0,0.06404765
id_1559,0,0.06471413
id_1560,0,0.072653055
id_1561,0,0.074610785
id_1562,0,0.020395333
id_1563,0,0.029968966
id_1564,0,0.08564692
id_1565,0,0.06251849
id_1566,0,0.41376412
id_1567,0,0.10965407
id_1568,0,0.06425643
id_1569,0,0.056468982
id_1570,0,0.34828168
id_1571,0,0.10331086
id_1572,0,0.012938395
id_1573,0,0.09875781
id_1574,0,0.02058615
id_1575,0,0.1619384
id_1576,0,0.1129994
id_1577,0,0.02473457
id_1578,0,0.119104825
id_1579,0,0.3217785
id_1580,0,0.29399624
id_1581,0,0.03440272
id_1582,0,0.21496075
id_1583,0,0.08618784
id_1584,0,0.2089414
id_1585,0,0.083318524
id_1586,0,0.109166205
id_1587,0,0.06891846
id_1588,0,0.082819104
id_1589,0,0.025914568
id_1590,0,0.034472417
id_1591,0,0.033760644
id_1592,0,0.44816294
id_1593,0,0.44236118
id_1594,0,0.12490655
id_1595,0,0.045683924
id_1596,0,0.25945768
id_1597,0,0.17575721
id_1598,0,0.0735691
id_1599,0,0.039111566
id_1600,0,0.2572686
id_1601,0,0.059541874
id_1602,0,0.1997855
id_1603,0,0.07526737
id_1604,0,0.16147268
id_1605,0,0.13310659
id_1606,0,0.2853615
id_1607,0,0.042667814
id_1608,0,0.14881247
id_1609,0,0.09362657
id_1610,0,0.09049044
id_1611,0,0.03160707
id_1612,0,0.15947653
id_1613,0,0.095723175
id_1614,0,0.020690966
id_1615,0,0.05116453
id_1616,0,0.036996007
id_1617,0,0.03645865
id_1618,0,0.077685155
id_1619,0,0.05949649
id_1620,0,0.14026904
id_1621,0,0.14756747
id_1622,0,0.24138643
id_1623,0,0.17828476
id_1624,0,0.16429856
id_1625,0,0.04902163
id_1626,0,0.14976095
id_1627,0,0.06623526
id_1628,0,0.072450995
id_1629,0,0.307574
id_1630,0,0.12862918
id_1631,0,0.05363694
id_1632,0,0.10194091
id_1633,0,0.059949886
id_1634,0,0.026101204
id_1635,0,0.12601908
id_1636,0,0.04072458
id_1637,0,0.04158751
id_1638,0,0.10138641
id_1639,0,0.22087681
id_1640,0,0.09760029
id_1641,0,0.043554217
id_1642,0,0.09084123
id_1643,0,0.37839922
id_1644,0,0.12558837
id_1645,0,0.1267397
id_1646,0,0.036188718
id_1647,0,0.122654356
id_1648,0,0.17571194
id_1649,0,0.07585156
id_1650,0,0.35547704
id_1651,0,0.09425655
id_1652,0,0.08832603
id_1653,0,0.09425655
id_1654,0,0.09425655
id_1655,0,0.35021007
id_1656,0,0.21749415
id_1657,0,0.09425655
id_1658,0,0.36437908
id_1659,0,0.14075677
id_1660,0,0.33228073
id_1661,0,0.09425655
id_1662,0,0.40698043
id_1663,0,0.09425655
id_1664,0,0.09425655
id_1665,0,0.09425655
id_1666,0,0.02491356
id_1667,0,0.1565263
id_1668,0,0.22124171
id_1669,0,0.08488552
id_1670,0,0.19100833
id_1671,0,0.082794026
id_1672,0,0.04423069
id_1673,0,0.0698975
id_1674,0,0.13369516
id_1675,0,0.10563931
id_1676,0,0.22600953
id_1677,0,0.346087
id_1678,0,0.055596724
id_1679,0,0.06922726
id_1680,0,0.049938545
id_1681,0,0.07040479
id_1682,0,0.047791623
id_1683,0,0.039853133
id_1684,0,0.071614586
id_1685,0,0.06611838
id_1686,0,0.2583101
id_1687,0,0.042702135
id_1688,0,0.093202196
id_1689,0,0.09116987
id_1690,0,0.050605156
id_1691,0,0.24815835
id_1692,0,0.19284785
id_1693,0,0.021706155
id_1694,0,0.18459919
id_1695,0,0.09935755
id_1696,0,0.11690955
id_1697,0,0.28917304
id_1698,0,0.036563493
id_1699,0,0.05228942
id_1700,0,0.12222573
id_1701,0,0.13316438
id_1702,0,0.06739817
id_1703,0,0.10358086
id_1704,0,0.091834836
id_1705,0,0.14773238
id_1706,0,0.15047416
id_1707,0,0.09404119
id_1708,0,0.07105543
id_1709,0,0.09255253
id_1710,0,0.028301304
id_1711,0,0.22948994
id_1712,0,0.22948994
id_1713,0,0.16658102
id_1714,0,0.13853815
id_1715,0,0.3819504
id_1716,0,0.05406073
id_1717,0,0.09152692
id_1718,0,0.08635635
id_1719,0,0.44653675
id_1720,0,0.102443546
id_1721,0,0.2828738
id_1722,0,0.105287634
id_1723,0,0.35684767
id_1724,0,0.12961553
id_1725,0,0.30146533
id_1726,0,0.062075257
id_1727,0,0.05146693
id_1728,0,0.08529529
id_1729,0,0.080289535
id_1730,0,0.065607116
id_1731,0,0.22948994
id_1732,0,0.22948994
id_1733,0,0.17216328
id_1734,0,0.22948994
id_1735,0,0.22948994
id_1736,0,0.35922384
id_1737,0,0.22948994
id_1738,0,0.22948994
id_1739,0,0.22948994
id_1740,0,0.17583765
id_1741,0,0.27793238
id_1742,0,0.22948994
id_1743,0,0.046120305
id_1744,0,0.22243501
id_1745,0,0.22948994
id_1746,0,0.22948994
id_1747,0,0.04603967
id_1748,0,0.16635448
id_1749,0,0.044935487
id_1750,0,0.318243
id_1751,0,0.22564621
id_1752,0,0.19580495
id_1753,0,0.044935487
id_1754,0,0.2741975
id_1755,0,0.0648866
id_1756,0,0.27983278
id_1757,0,0.07183154
id_1758,0,0.13094367
id_1759,0,0.15251184
id_1760,0,0.037929296
id_1761,0,0.15996695
id_1762,0,0.2784126
id_1763,0,0.029640444
id_1764,0,0.24805917
id_1765,0,0.23432769
id_1766,0,0.09322912
id_1767,0,0.10086187
id_1768,0,0.062566586
id_1769,0,0.055998635
id_1770,0,0.1332423
id_1771,0,0.413188
id_1772,0,0.3119718
id_1773,0,0.1452087
id_1774,0,0.044935487
id_1775,0,0.080802836
id_1776,0,0.32996687
id_1777,0,0.37450767
id_1778,0,0.09912324
id_1779,0,0.3524175
id_1780,0,0.072337225
id_1781,0,0.044935487
id_1782,0,0.044935487
id_1783,0,0.044935487
id_1784,0,0.18569647
id_1785,0,0.12693511
id_1786,0,0.04695586
id_1787,1,0.64950824
id_1788,0,0.19583848
id_1789,0,0.13097963
id_1790,0,0.043217942
id_1791,0,0.27569768
id_1792,0,0.044935487
id_1793,0,0.12865043
id_1794,0,0.09663361
id_1795,0,0.08865958
id_1796,0,0.044935487
id_1797,0,0.2932702
id_1798,0,0.076243445
id_1799,0,0.1282797
id_1800,0,0.38613296
id_1801,1,0.6222454
id_1802,0,0.055297013
id_1803,0,0.34058324
id_1804,0,0.31159264
id_1805,0,0.1429049
id_1806,0,0.11665133
id_1807,0,0.17040728
id_1808,0,0.2768847
id_1809,0,0.1749905
id_1810,0,0.10485912
id_1811,0,0.4474053
id_1812,0,0.047905736
id_1813,0,0.07817331
id_1814,0,0.025473723
id_1815,0,0.046919983
id_1816,0,0.19126369
id_1817,0,0.14755668
id_1818,0,0.0633121
id_1819,0,0.21326962
id_1820,0,0.029972414
id_1821,0,0.17347519
id_1822,0,0.064668745
id_1823,0,0.054374382
id_1824,0,0.07154304
id_1825,0,0.0730884
id_1826,0,0.10653797
id_1827,0,0.028680373
id_1828,0,0.17231627
id_1829,0,0.06909435
id_1830,0,0.13092937
id_1831,0,0.099442646
id_1832,0,0.1115657
id_1833,0,0.10662546
id_1834,0,0.16380844
id_1835,0,0.19587815
id_1836,0,0.1454537
id_1837,0,0.105899334
id_1838,0,0.018944722
id_1839,0,0.21528386
id_1840,0,0.071325585
id_1841,0,0.113807835
id_1842,0,0.39148676
id_1843,1,0.5546897
id_1844,0,0.17928231
id_1845,0,0.05297637
id_1846,0,0.23594467
id_1847,0,0.18468511
id_1848,0,0.36391327
id_1849,0,0.08421349
id_1850,0,0.28121722
id_1851,0,0.055981085
id_1852,0,0.042830028
id_1853,0,0.32309732
id_1854,0,0.19398308
id_1855,0,0.046352822
id_1856,0,0.15334003
id_1857,0,0.13854507
id_1858,0,0.24937512
id_1859,0,0.30665842
id_1860,0,0.28634754
id_1861,0,0.050566398
id_1862,0,0.07311437
id_1863,0,0.29832888
id_1864,0,0.050936047
id_1865,0,0.10961216
id_1866,0,0.095317714
id_1867,0,0.19021842
id_1868,0,0.27834004
id_1869,0,0.20645495
id_1870,0,0.045375273
id_1871,0,0.1482923
id_1872,0,0.0434423
id_1873,0,0.17548504
id_1874,0,0.10349791
id_1875,0,0.23607889
id_1876,1,0.5020871
id_1877,0,0.03539993
id_1878,0,0.08064384
id_1879,0,0.17833577
id_1880,0,0.15736942
id_1881,0,0.1645969
id_1882,0,0.104426675
id_1883,0,0.068505645
id_1884,0,0.10042336
id_1885,0,0.07026112
id_1886,0,0.17093523
id_1887,0,0.27536872
id_1888,0,0.08506981
id_1889,0,0.110128485
id_1890,0,0.09570063
id_1891,0,0.07467026
id_1892,0,0.410423
id_1893,0,0.2089631
id_1894,0,0.05288262
id_1895,0,0.03459331
id_1896,0,0.08237859
id_1897,0,0.06965572
id_1898,0,0.41919172
id_1899,0,0.44977897
id_1900,0,0.07134658
id_1901,0,0.09214613
id_1902,0,0.020485977
id_1903,0,0.050754514
id_1904,0,0.3743936
id_1905,0,0.13898432
id_1906,0,0.13261338
id_1907,0,0.09985621
id_1908,0,0.11168725
id_1909,0,0.13683455
id_1910,0,0.17781894
id_1911,0,0.018542724
id_1912,0,0.22539075
id_1913,0,0.18703867
id_1914,0,0.10510847
id_1915,0,0.07636365
id_1916,0,0.035296496
id_1917,0,0.16639893
id_1918,0,0.08298834
id_1919,0,0.2645557
id_1920,0,0.14201123
id_1921,0,0.22174537
id_1922,0,0.21837817
id_1923,0,0.11097714
id_1924,0,0.2016329
id_1925,0,0.03294175
id_1926,0,0.2035664
id_1927,0,0.053137165
id_1928,0,0.12686266
id_1929,0,0.07328118
id_1930,0,0.19475967
id_1931,0,0.20216389
id_1932,0,0.04434559
id_1933,0,0.3197496
id_1934,0,0.022519851
id_1935,0,0.09286114
id_1936,0,0.085597314
id_1937,0,0.2216479
id_1938,0,0.055744104
id_1939,0,0.08942812
id_1940,0,0.12529702
id_1941,0,0.25324148
id_1942,0,0.16799338
id_1943,0,0.0817796
id_1944,0,0.29665074
id_1945,0,0.11744377
id_1946,0,0.11590381
id_1947,0,0.14808917
id_1948,0,0.064664245
id_1949,0,0.19858809
id_1950,0,0.120459184
id_1951,0,0.17538267
id_1952,0,0.071750924
id_1953,0,0.111815095
id_1954,0,0.0359393
id_1955,0,0.03892634
id_1956,0,0.16466336
id_1957,0,0.031443495
id_1958,0,0.11006872
id_1959,0,0.044123966
id_1960,0,0.14449535
id_1961,0,0.14449535
id_1962,0,0.14449535
id_1963,0,0.100618735
id_1964,0,0.14449535
id_1965,0,0.14449535
id_1966,0,0.2510889
id_1967,0,0.10936047
id_1968,0,0.14449535
id_1969,0,0.1230325
id_1970,0,0.14449535
id_1971,0,0.05829208
id_1972,0,0.14449535
id_1973,0,0.035068978
id_1974,0,0.062441092
id_1975,0,0.43671423
id_1976,0,0.16671999
id_1977,0,0.021980569
id_1978,0,0.13684052
id_1979,0,0.021980569
id_1980,0,0.0206186
id_1981,0,0.021980569
id_1982,0,0.06970973
id_1983,0,0.23088734
id_1984,0,0.29404917
id_1985,0,0.021980569
id_1986,0,0.026755618
id_1987,0,0.0831033
id_1988,0,0.012531419
id_1989,0,0.27784795
id_1990,0,0.16046518
id_1991,0,0.051326312
id_1992,0,0.07665282
id_1993,0,0.0832561
id_1994,0,0.029407522
id_1995,0,0.035855055
id_1996,0,0.11802764
id_1997,0,0.089141585
id_1998,0,0.08255239
id_1999,0,0.3139411
id_2000,0,0.21055722
id_2001,0,0.3968569
id_2002,0,0.2632516
id_2003,0,0.3939
id_2004,0,0.35657215
id_2005,0,0.33618
id_2006,0,0.10943463
id_2007,0,0.10729409
id_2008,0,0.06430846
id_2009,0,0.021980569
id_2010,0,0.11625006
id_2011,0,0.12724885
id_2012,0,0.021980569
id_2013,0,0.20899393
id_2014,0,0.062048025
id_2015,0,0.06792419
id_2016,0,0.07543555
id_2017,0,0.0783365
id_2018,0,0.05234327
id_2019,0,0.14277707
id_2020,0,0.19674541
id_2021,0,0.021980569
id_2022,0,0.06458311
id_2023,0,0.021980569
id_2024,0,0.03185041
id_2025,0,0.07906208
id_2026,0,0.28998533
id_2027,0,0.23431855
id_2028,0,0.1686762
id_2029,0,0.048159894
id_2030,1,0.5277993
id_2031,0,0.17269826
id_2032,1,0.625951
id_2033,0,0.048153978
id_2034,0,0.05506947
id_2035,0,0.18252493
id_2036,0,0.31178
id_2037,0,0.14430463
id_2038,0,0.39932346
id_2039,0,0.13486364
id_2040,0,0.18117088
id_2041,0,0.14530143
id_2042,0,0.047637973
id_2043,0,0.4686582
id_2044,0,0.14930704
id_2045,0,0.13780925
id_2046,0,0.02892029
id_2047,0,0.10205582
id_2048,0,0.22714671
id_2049,0,0.07082323
id_2050,0,0.07971283
id_2051,0,0.25462434
id_2052,0,0.39132088
id_2053,0,0.10806684
id_2054,0,0.29233104
id_2055,0,0.095276155
id_2056,0,0.06767204
id_2057,0,0.07490149
id_2058,0,0.19144796
id_2059,0,0.13766235
id_2060,0,0.18702069
id_2061,0,0.14375052
id_2062,0,0.22308233
id_2063,0,0.17101751
id_2064,0,0.35782182
id_2065,0,0.022973549
id_2066,0,0.07185052
id_2067,0,0.06051068
id_2068,0,0.056612253
id_2069,0,0.15924734
id_2070,0,0.03852041
id_2071,0,0.28882018
id_2072,0,0.05987128
id_2073,0,0.1123624
id_2074,0,0.1696374
id_2075,0,0.41952705
id_2076,0,0.22627695
id_2077,0,0.2881006
id_2078,0,0.117924854
id_2079,0,0.13694339
id_2080,0,0.14488676
id_2081,1,0.5714821
id_2082,0,0.070762746
id_2083,0,0.27231807
id_2084,0,0.22491737
id_2085,0,0.23824997
id_2086,0,0.09608051
id_2087,0,0.25164127
id_2088,0,0.18390027
id_2089,0,0.08886021
id_2090,0,0.15934148
id_2091,0,0.026430517
id_2092,0,0.03721817
id_2093,0,0.029030299
id_2094,0,0.32895905
id_2095,0,0.07193827
id_2096,0,0.2663956
id_2097,0,0.05641332
id_2098,0,0.08850791
id_2099,0,0.11404048
id_2100,0,0.17743918
id_2101,0,0.118287995
id_2102,0,0.30604318
id_2103,0,0.037883632
id_2104,0,0.4141818
id_2105,0,0.06753102
id_2106,0,0.07308357
id_2107,0,0.16440645
id_2108,0,0.22847478
id_2109,0,0.03852198
id_2110,0,0.056184612
id_2111,0,0.056184612
id_2112,0,0.056184612
id_2113,0,0.056184612
id_2114,0,0.056184612
id_2115,0,0.056184612
id_2116,0,0.056184612
id_2117,0,0.056184612
id_2118,0,0.049770493
id_2119,0,0.09686523
id_2120,0,0.09301995
id_2121,0,0.11729731
id_2122,0,0.11897254
id_2123,0,0.18317781
id_2124,0,0.039307762
id_2125,0,0.085475296
id_2126,0,0.04182797
id_2127,0,0.09502375
id_2128,0,0.111804724
id_2129,0,0.016770268
id_2130,0,0.1625119
id_2131,0,0.21862398
id_2132,0,0.047778636
id_2133,0,0.1457875
id_2134,0,0.15130398
id_2135,0,0.30653512
id_2136,0,0.018263437
id_2137,0,0.3129076
id_2138,0,0.16837437
id_2139,0,0.2598412
id_2140,0,0.16994755
id_2141,0,0.08021502
id_2142,0,0.056519788
id_2143,0,0.04503102
id_2144,0,0.13935758
id_2145,0,0.03779131
id_2146,0,0.08327139
id_2147,0,0.0890417
id_2148,0,0.06958545
id_2149,0,0.21575613
id_2150,0,0.07493219
id_2151,0,0.11910929
id_2152,0,0.13400659
id_2153,0,0.07786393
id_2154,0,0.09329814
id_2155,0,0.09894063
id_2156,0,0.17139119
id_2157,0,0.13060388
id_2158,0,0.1764229
id_2159,0,0.1233712
id_2160,0,0.09382199
id_2161,0,0.32804358
id_2162,0,0.19123995
id_2163,0,0.08361302
id_2164,0,0.28078362
id_2165,0,0.19971475
id_2166,0,0.022669997
id_2167,0,0.18098386
id_2168,0,0.028572908
id_2169,0,0.20638384
id_2170,0,0.4531133
id_2171,0,0.06836109
id_2172,0,0.20739211
id_2173,0,0.13887864
id_2174,0,0.05638387
id_2175,0,0.04864653
id_2176,0,0.20806165
id_2177,0,0.1410758
id_2178,0,0.21834752
id_2179,0,0.32636687
id_2180,0,0.027001867
id_2181,0,0.074563764
id_2182,0,0.064567626
id_2183,0,0.04753532
id_2184,0,0.26120818
id_2185,0,0.10869377
id_2186,0,0.32262897
id_2187,0,0.17203087
id_2188,0,0.19863446
id_2189,0,0.29268777
id_2190,0,0.054204468
id_2191,0,0.10749922
id_2192,0,0.068352036
id_2193,0,0.13103524
id_2194,0,0.1486826
id_2195,1,0.55380064
id_2196,0,0.07888669
id_2197,0,0.040306207
id_2198,0,0.027254118
id_2199,0,0.08389922
id_2200,0,0.2642269
id_2201,0,0.041262988
id_2202,0,0.21214698
id_2203,1,0.5133401
id_2204,0,0.18481311
id_2205,0,0.10056228
id_2206,0,0.11585324
id_2207,0,0.07159405
id_2208,0,0.02622254
id_2209,0,0.029706033
id_2210,0,0.030924337
id_2211,0,0.3657266
id_2212,0,0.12374438
id_2213,0,0.1696281
id_2214,0,0.06931883
id_2215,0,0.15384912
id_2216,0,0.28477073
id_2217,0,0.11363724
id_2218,0,0.24341501
id_2219,0,0.10585261
id_2220,0,0.21022108
id_2221,0,0.09948111
id_2222,0,0.24153113
id_2223,0,0.09518525
id_2224,0,0.07884348
id_2225,0,0.08434369
id_2226,0,0.103970155
id_2227,0,0.2771979
id_2228,0,0.13777274
